scan1	scan2	scan3	scan4
2349.4219	3752.6912	6878.5771	10481.4092
398.0000	603.0000	1013.0000	1543.0000
788.9932	1233.2817	2328.0068	3700.3333
778.2416	1243.1812	2232.3757	3527.4727
482.6535	713.0252	1298.9459	2071.9238
530.6637	816.9362	1455.2384	2211.3635
1298.4900	1937.0806	3418.7249	5009.1484
443.0000	750.7500	1209.7273	1806.2727
733.7192	1195.9448	2149.4590	3473.5564
2701.7583	4230.1074	7349.2817	11146.2354
777.5227	1199.8383	2094.4539	3458.6460
324.0000	496.0000	827.6364	1304.0000
923.0769	1202.6666	2419.6924	3563.4666
1050.2349	1693.2483	2915.6980	4679.2217
1431.2222	2301.2271	4107.0220	6653.0254
421.1417	612.3015	1132.7333	1871.5133
528.5082	794.8688	1405.2941	2230.4285
679.4662	1119.8926	1924.7114	3032.2058
462.7438	692.8478	1223.7482	1918.8582
1756.4275	2719.2747	4781.0215	7915.3413
1285.2230	1973.7297	3554.0405	5075.1182
668.3116	1064.8169	1863.8715	2820.4924
551.2626	817.2895	1460.5200	2451.0674
2338.5171	3737.3379	6658.8389	10758.5488
710.7718	1092.0806	1932.8243	3143.6353
418.2240	650.6476	1141.3966	1753.3062
875.8571	1178.4468	1918.1400	3694.8718
2574.0000	4129.0938	7348.0200	11329.1748
769.8456	1236.9664	2126.6511	3497.7852
2332.0403	3607.5503	6415.2549	9326.7803
527.9592	819.3171	1494.4091	2404.2620
3280.6174	5308.4629	9668.2686	15252.2686
372.0000	534.5970	977.8406	1557.9125
518.8591	853.5034	1450.6510	2414.9524
466.4468	665.8077	1201.6666	2175.5686
483.6667	688.3714	1126.9656	1898.7675
358.0000	636.0000	1067.0000	1672.0000
695.0811	1078.6190	1920.3082	3026.3435
1054.9436	1601.8987	2917.2883	4606.6152
440.5714	594.6200	1081.4529	1700.1379
1707.2281	2684.6912	4676.2417	7456.7651
389.0000	492.0000	852.0000	1684.0000
472.4776	729.3384	1358.2142	1882.8414
467.0000	674.0000	1548.3334	2212.0000
1626.7755	2543.7383	4461.2280	7087.9692
556.0214	882.3706	1572.3597	2489.3706
960.7482	1507.0210	2594.7092	4024.0576
1833.3649	2941.5171	5265.9453	8303.3428
306.9118	480.0000	811.0364	1313.6061
2894.3311	4758.5908	8431.8389	11790.2695
976.2215	1595.6107	2776.8726	4339.2485
368.8429	542.2500	960.4167	1458.1600
5256.4160	8481.0938	14792.6582	22988.7441
255.0000	378.0000	733.0000	848.0000
6433.7383	9908.1875	17907.4023	26973.8242
536.4516	835.1429	1374.7821	2208.3381
507.1111	696.1481	1419.0000	2185.2500
699.2751	1113.0067	1889.7719	2940.4084
289.3333	486.1250	859.3530	1491.7142
279.0000	463.6667	761.5000	1196.0000
416.0000	641.0000	1035.0000	1632.0000
332.4711	501.8583	865.8226	1407.5055
250.0000	333.0000	549.0000	1053.0000
421.0000	685.0000	1074.0000	1855.0000
707.6015	1158.5608	2003.7365	3105.9055
1264.2313	2085.1946	3832.1946	5968.6978
816.7986	1233.7622	2241.2656	3658.6340
815.2098	1264.2466	2210.9500	3506.4233
447.1035	628.8681	1099.4674	1852.3137
302.0000	526.0000	919.0000	1517.5000
1127.5839	1770.5302	3129.2283	4990.8994
6764.3354	10651.3691	18793.3105	26703.0762
363.1176	569.0732	1004.8571	1495.9500
3367.9731	5303.7651	9322.2480	15264.3486
1594.2281	2469.4363	4355.6040	6798.0337
2091.5771	3358.6174	5890.2549	9275.1777
711.7302	1146.1617	1951.8261	3257.2556
241.0000	417.0000	949.0000	1594.1428
311.0000	428.0000	816.0000	1611.0000
516.8955	794.5342	1410.7698	2238.9436
948.6127	1469.7924	2514.3931	4157.9824
487.6931	808.2766	1446.1718	2133.0388
489.8367	690.8979	1329.5952	2136.5334
735.4564	1171.1477	2100.9329	3239.0613
466.4575	683.8016	1221.6040	1865.5454
7324.4429	11203.0264	19904.3496	30354.8203
983.0872	1513.4833	2712.7786	4044.4766
454.2138	715.9048	1386.3611	1949.0000
966.5714	1540.5067	2708.3557	4432.7046
364.2308	505.1912	883.9855	1365.8800
1268.8456	1907.3289	3439.2751	5023.7134
485.9313	734.8045	1265.9718	1983.4275
1486.3826	2426.8523	4315.7451	6683.6040
2689.0806	4227.9663	7595.4028	12271.9326
271.4118	375.8750	758.4445	1070.9117
2027.9329	3271.7249	5703.1206	9508.6777
2234.9521	3513.3040	6345.1421	10080.9463
3098.0872	4851.1743	8645.4092	13825.2217
364.0000	614.0000	1014.0000	1406.0000
537.3716	838.5705	1439.2162	2358.8513
1204.2483	1885.3289	3275.5034	5329.6914
732.1884	1089.0441	1901.1282	3068.8823
1131.7958	1742.0000	3132.8699	4935.8701
1964.5234	3129.5676	5481.9053	8460.2588
505.4348	772.0438	1382.3105	2210.3799
459.0137	716.8803	1243.2671	1948.6488
290.0000	454.0000	729.0000	973.0000
774.1000	1183.0071	2063.7305	3328.4219
1191.3264	1945.0676	3286.3562	4780.4644
753.3007	1199.8138	2089.7986	3358.7534
307.9412	468.2963	806.1379	1223.7317
2347.4497	3603.5840	6365.4629	8869.1406
855.2083	1290.0360	2231.5034	3532.9421
289.0000	457.0000	885.0000	1387.0000
294.2500	443.2571	787.6326	1124.1493
1279.0604	2007.4094	3564.9934	5196.5000
353.0000	470.0000	982.0000	1258.0000
322.0000	504.7500	737.6111	1311.6000
1429.0403	2176.9048	3846.2178	6132.6567
979.6757	1547.0204	2817.4177	4429.3970
308.7143	477.8979	801.8549	1238.6809
964.0806	1521.4698	2741.4832	4353.5234
391.0000	585.0000	933.0000	1334.0000
427.8518	691.1739	1229.8379	1897.3551
2092.4966	3276.2014	5853.2485	9557.7588
397.0000	584.0000	1049.3334	1788.7500
718.7718	1125.7838	2034.3691	3108.1655
1073.1343	1713.5570	2931.4429	4468.7173
544.1610	806.9531	1488.5511	2345.0188
453.0000	675.0000	1086.0000	1734.0000
5073.8857	7782.6709	13568.7500	21247.4727
4458.7114	7284.9863	12976.7051	22037.8477
245.0000	414.0000	831.0000	1229.0000
284.0000	467.0000	821.0000	1330.0000
759.8188	1143.7584	2013.3356	3133.3865
403.5699	609.4454	1076.7615	1608.3761
932.8188	1505.4027	2717.4094	4457.1948
729.2518	1097.3490	1896.9932	3170.6206
654.9268	971.1630	1689.3383	2684.7441
509.0000	669.0000	1259.3334	1899.1428
390.8667	525.0513	978.0400	1495.1666
458.6190	697.9549	1285.6119	1933.6229
326.0000	505.0000	1087.0000	1009.0000
3593.2617	5786.8457	10565.2217	16732.0410
3742.7383	5918.7314	10691.0264	17273.5840
893.7584	1352.1343	2390.6174	3621.1428
361.0000	521.0000	944.0000	1537.0000
735.4966	1153.3810	2077.6326	3258.8345
807.2550	1294.6376	2247.1946	3547.4229
620.8060	934.8134	1716.8969	2563.2124
809.0473	1326.0067	2327.0537	3714.7969
1788.5704	2749.9531	4886.0537	7751.3892
2902.8562	4572.3540	8046.3193	12515.2148
560.7500	810.3333	1840.5000	2498.0000
905.2979	1342.9860	2523.7427	4223.4536
293.0000	498.0000	802.0000	1663.0000
3458.7449	5732.5234	10108.6445	16302.0674
2250.3647	3550.1343	6273.7451	9866.3330
438.4853	707.4150	1170.6740	1948.6372
355.2281	553.1343	932.5735	1486.1193
29266.6836	48489.9805	62533.4375	64661.2891
9090.0938	13972.4971	24430.7383	38203.9180
8198.4697	13155.3896	23450.0410	36288.5039
20709.2148	32875.5156	49956.9609	53001.4063
8354.8652	13303.4229	23273.1953	34477.0820
8736.2148	13875.8926	24782.5781	32860.0703
8753.3486	13726.4971	24345.7188	38277.7578
9093.5098	13983.9463	24792.0879	39173.3008
10588.4658	17117.0469	30296.5645	41030.9102
21518.3633	33471.7930	49509.6094	57090.9375
8416.0840	13734.2393	24114.0410	39472.8125
10574.1494	16694.0273	29821.7344	41718.6563
8219.4971	13166.5566	22328.4629	33908.3359
22194.3223	34294.1563	53914.0820	53361.2695
11346.3760	17693.5098	31019.0410	46708.6328
17691.4766	28032.1484	44355.7383	59475.5859
24239.7051	38312.0742	51805.3984	52465.1797
9603.5439	15179.4561	26954.4766	36603.1953
8581.2080	13818.7783	24362.6777	34356.6797
9047.8994	13867.1279	23815.4023	37883.8516
8387.8320	12618.1279	22973.1133	31899.6270
13587.2617	21706.4570	37638.9453	53016.2422
8090.7383	12423.0068	21914.9805	33891.0391
25170.2207	38133.3633	55863.6094	56827.4844
10440.5908	15710.1016	27804.2773	41950.4492
10758.8184	16645.0137	29193.6777	43096.3984
9292.2148	14415.8184	25201.5430	39514.9180
10934.7773	17727.6660	31010.6504	42024.3984
24996.1406	40050.3555	60561.8242	57099.1914
8460.1699	14169.4229	24799.5039	36833.1758
30634.8320	48264.0664	63909.6406	65344.2969
8096.6108	12676.4326	22441.4063	34421.5273
24992.7852	37660.0859	57177.4102	62389.6094
8478.6279	13247.3555	23311.8398	32226.1074
18791.7383	29611.1270	51552.5352	61744.1133
30253.3027	46209.8047	61257.9805	62709.5625
25480.7852	41530.8125	58345.2266	59272.0703
19186.1602	30096.2676	50063.7188	61361.0352
10064.7588	16177.6045	28696.5430	41513.9453
9229.6621	15887.6377	27651.9258	42527.9141
8103.4565	12715.7852	22188.3086	31025.0273
9053.3418	14294.0205	24195.1543	36415.4922
10863.0000	17388.9863	30590.4160	42908.2813
12156.4902	19116.3418	33973.4961	48180.3945
20432.7246	32955.7578	53187.5508	63790.3008
10196.7549	16315.1729	28650.7109	41145.4648
8162.4053	13229.6641	23380.0664	36240.1992
8713.1680	13429.7646	24214.4492	35745.7383
15247.1611	24469.6035	43724.0859	55973.1758
8753.4834	13322.3691	23668.2344	33486.1563
12525.5439	20093.5566	35353.1758	42301.6328
9867.5977	15393.8994	27494.5781	41917.1680
27919.0273	44579.6641	60854.2813	64199.9063
13657.1543	21877.3496	38868.0664	43081.8984
9498.0537	14703.3223	26197.3164	41106.5313
10567.5635	16256.3896	29279.7578	44976.5391
14826.4971	23049.8926	40503.6641	54254.3555
31027.1133	48740.7461	63803.8789	63579.3359
36160.3438	55858.2891	65483.3945	63559.0742
12956.4160	20529.1816	36284.8320	43097.3828
8772.3760	13543.7520	23846.8789	34096.5195
14053.5234	23024.0938	40602.4414	42934.2227
24594.4355	38826.9453	57759.7773	58764.2500
16170.2754	25619.0195	44717.3828	56889.6992
29548.7109	50141.5508	64528.1484	64185.5352
10300.3623	16323.4023	28624.6113	42507.0000
20925.4902	32516.1543	50490.3477	56047.7305
15891.7051	25497.2344	44077.9883	50381.6016
9467.1680	15136.5566	25880.0801	40234.3164
13482.1816	20842.9805	36476.7031	44012.8789
12943.9463	20730.9805	36747.8984	49144.2734
12682.9736	19989.7988	35237.9063	46963.0859
11959.1680	18838.7051	33692.6641	45266.7305
8772.3691	13348.0068	23594.6113	36522.1602
31656.6309	51443.5156	59976.9414	58404.2969
10351.1406	15885.9121	27764.0137	41266.8359
14059.9053	22708.8301	40703.8438	47120.6680
10742.6309	17121.4160	30355.0273	47449.2891
11840.0000	19355.6777	34013.7773	47414.8789
34466.9336	55237.4844	64198.7031	63434.6328
8484.4902	12974.0000	22666.4824	32918.9414
12944.2949	20212.5039	35267.2148	49473.1328
11144.3086	17391.0742	30474.2559	42794.9727
13374.2080	21160.1816	38533.2969	44822.1445
13844.2891	21920.9727	38529.7305	46637.4023
8220.2891	13038.8242	22708.9453	35244.0117
11023.1338	17069.6211	30490.6113	44360.7305
10894.1406	17478.9941	30886.4023	45816.6523
19638.5430	32083.6777	50279.4102	59440.0391
8771.4629	14043.9932	24931.9727	38081.5234
10423.9600	16848.1016	29663.0801	42209.9648
9829.8994	15507.7207	27181.3965	41735.3594
8148.1143	13428.6309	23580.5293	37089.9258
8480.0537	13823.6309	24274.0801	38782.6094
15563.1338	25620.9121	44949.1211	49349.5508
29758.6914	47692.5039	64910.7109	64051.2500
14419.7178	23314.7988	40890.8203	50851.0273
13181.6709	21107.4961	36790.4961	44840.4648
11918.3418	18988.4355	33404.0117	38163.4180
8940.9258	14214.8389	25611.4961	40729.8281
8995.1279	14050.5635	24680.8125	38634.4570
19508.0273	32083.8262	51207.0117	60378.0117
10980.6533	17060.4355	30184.8242	38666.9648
11561.3359	17777.3359	31386.3691	37446.8516
10596.0273	17066.9316	30126.4355	45712.1992
14050.0068	22272.5703	39210.5703	41520.7461
12481.3623	19270.7051	34745.0000	43583.7500
11032.9326	17849.3750	31441.0137	44996.4375
9210.9326	14958.5840	26177.0664	40005.9336
10626.6172	17250.6719	30600.1738	42142.6992
9317.6641	14849.3545	26172.0703	37033.8477
13789.1611	21329.7324	37371.5117	49481.9805
10970.6309	17222.3633	30180.9863	42271.3594
15843.4092	24212.5566	42929.4375	47307.0195
12794.4492	20387.3359	36353.8984	50447.3633
33223.5977	54461.1875	62721.1602	63991.6523
13226.4365	20578.6719	35756.6250	48300.2383
8954.0674	13993.5166	24431.7852	39111.6836
8423.4971	12850.9932	22560.8652	35328.6836
11558.0469	18184.6367	31671.1875	45638.2773
8260.5977	12674.2549	22739.1953	32638.4922
10688.1279	16514.1953	28949.9727	39497.7461
9992.9131	16501.1602	29115.6113	41491.4766
10328.3828	15919.7383	28048.2754	41813.4219
8416.5566	13154.9199	23031.8047	32334.9238
10074.0869	15772.7852	27610.2090	39016.4297
49219.0547	62245.5977	64472.0078	62978.2422
33860.1602	54158.6992	62852.2266	58188.0313
9166.4092	14412.3896	25310.3887	39936.7773
33598.8320	54272.6797	64087.7930	62833.6055
11208.3555	17648.5703	31319.3926	39367.1211
10607.7451	16649.3555	28774.7031	43431.7148
14029.1748	21887.9727	38342.0000	50689.9609
13388.2891	21080.7441	36738.4180	49815.6719
12369.1533	19592.9492	38965.8516	49110.6992
22709.4434	34722.9063	51832.4336	58225.2539
18386.9473	28973.8047	50119.1328	60597.9141
17202.4961	26219.8320	46742.2070	51275.3594
16050.8789	24844.2285	43841.2500	51741.2031
15774.7109	24995.8242	43753.9805	52663.4844
18287.2852	31833.6582	52054.7852	57782.6094
26414.4824	41067.3203	60272.7461	62452.5625
11399.0674	18114.4902	31570.2480	46934.0273
9621.9395	16509.4766	28758.4570	41814.9727
12076.9258	19280.4102	33665.1484	42289.5781
24885.9063	38317.2070	55550.8906	63807.7031
8189.4731	13433.0068	23598.7637	38347.7227
10206.6641	15683.7178	26870.8789	38899.9609
9213.2480	14747.5098	26081.6582	41263.6055
13020.1006	20337.7441	35633.8945	49315.9805
8502.5703	13442.7637	23644.6074	39117.7266
8104.0605	12552.2617	21548.9258	31431.3750
11939.1279	18582.3887	32967.3477	48963.5977
27288.1816	41983.7578	58743.8984	56467.4492
12195.1074	19080.4102	33249.6250	45531.4961
30942.4355	47812.0547	62130.8164	62382.6094
11267.6172	18449.7441	32435.3086	46760.6758
12520.1211	20568.0938	36265.2539	50988.0117
10826.4297	18202.7441	31813.0410	39968.7930
9348.3623	14436.0000	26181.0059	41249.9063
18878.0000	29046.2422	50557.9453	56102.0352
8174.4360	12608.8926	22367.8262	32895.3203
13119.0400	20884.5293	36888.8438	53135.5430
8859.4658	14526.0869	25805.0469	40390.6680
9506.1279	14692.3691	25275.5508	35220.8555
11029.2549	17739.7324	31376.7910	46614.2539
9882.6582	15556.0869	27397.9336	40017.3867
12531.3154	19390.6367	33617.0859	46048.5156
14358.3691	22670.3750	39735.9883	52732.6719
23606.4160	36624.8516	52337.0859	60327.1367
14160.7051	23110.1816	40694.8945	55369.8789
13978.2354	21435.6309	37061.7031	45304.9531
20625.8457	32618.7793	50827.1289	58596.4570
22346.0605	36346.5977	56708.2031	59018.9453
12300.6846	19471.9668	34578.4883	46918.3008
20566.7969	31842.0801	48726.0234	60809.2305
9675.6514	15244.6445	26836.1563	39802.7773
16069.4023	25198.3633	44661.4648	47741.4922
10246.5508	16382.7852	28840.6641	45724.7578
15682.3955	24975.9336	43877.5625	43172.5273
10344.5029	16353.8662	28449.2148	41534.6367
20678.4902	32327.0527	54707.2813	64209.8242
10272.1611	16015.8125	27954.4570	41924.8398
8896.0332	14021.9531	25067.5371	31151.0625
16216.4434	25310.5098	44773.8398	52197.8906
25681.5781	39992.3555	58178.9922	58622.3555
11330.1816	17878.7988	31417.4629	43743.8594
10958.7451	17194.3086	30448.6250	41298.7969
18432.5234	27889.6914	48980.0586	54901.9180
34220.1797	53646.5781	65019.9648	64088.4688
11834.4902	18807.7109	32911.5117	46826.1836
9620.9551	18467.6914	32254.2148	47070.0273
13025.1543	19995.9805	34913.4688	48641.4570
11203.0068	17594.9531	28094.3574	45375.8242
16145.4229	24978.0605	43945.0547	44253.7539
16336.2080	25385.5176	44402.7461	53044.2148
13122.8252	20644.0469	38440.5156	47856.7930
19445.0137	33609.5430	51408.6641	60891.4844
11240.2031	17694.0332	31628.2480	43794.3633
9954.5098	15828.5098	27715.5293	41635.0664
10593.9932	17189.2813	30376.9473	42119.3125
14150.1748	21799.1270	39241.8594	46844.2305
10592.6914	16323.1611	29061.7910	44251.1484
17145.0801	28088.8867	45711.6094	56913.1406
11753.0537	18043.6367	33115.3555	42179.3438
17934.7715	27754.9473	49445.9180	54379.0820
14782.3955	24231.5898	42777.0664	52383.6914
13314.1475	21309.4766	37298.8320	51767.2695
9536.9795	15075.3486	26549.9590	39605.0078
8238.3154	13228.2012	23372.2207	37440.1953
8581.2617	13766.7246	23893.3633	34891.7539
20291.1074	32592.3027	50260.9648	59962.6836
26941.8457	40964.8203	61210.2695	60184.3008
9115.2949	14144.1475	24194.2285	36488.0469
9749.2617	15676.5029	28052.7656	43293.6250
8977.6982	14118.2012	24857.8652	36643.8594
17548.3359	28126.5898	49040.6563	59942.9297
13696.8389	21544.1016	38239.6914	50888.6016
10023.8662	15690.1680	27551.1602	43894.2773
17649.5703	25986.2207	46259.3945	58968.0000
8854.7920	14098.3086	24738.1484	38040.0430
9974.0205	15719.6982	27495.5176	39213.4023
10303.2822	15612.2012	27550.7441	37538.1133
10294.0674	16022.0605	28567.5039	40682.3203
20479.4180	33592.7852	53293.4883	54722.3711
